timestamp,pid,cpu_cycles,inst_retired,inst_spec,l1d_cache,l1d_cache_refill,l2d_cache_refill,ll_cache_miss,mem_access,ld_spec,st_spec,br_retired,br_mis_pred,crypto_spec,ase_spec,dp_spec,stall_backend,ransomware
1723593337.8596,1182,34122886,39998989,41760932,7862356,623678,195291,66225,8240701,14420840,7503628,4264252,250906,1389556,826666,17620240,5157792,1
1723593338.2522,1182,25803710,31637333,33949594,5262750,454235,126427,41559,5635961,7097004,7446147,5052980,207998,1989077,0,17417364,3498981,1
1723939769.775,1183,103733127,140406930,162874948,34081880,3139474,963060,165563,35493923,40041858,15015178,24180643,1603228,9251680,23788167,74778064,39023819,0
1723939770.2334,1183,39978077,38804971,47928509,10879058,591284,197148,20210,11329262,10146253,3512947,7212583,464642,1956576,2381657,29931075,16313351,0
1723939770.6917,1183,70006032,83120594,96585262,20972842,1144364,321494,44824,20853359,15694688,1931705,12696539,735188,7957592,13416507,57584768,25286318,0
1723939771.1501,1183,53842787,62432425,73253248,18708178,1259916,354087,42802,18829986,14473969,6436508,11604408,705078,11344319,8270943,32727506,19895867,0
1723564967.0289,1184,67091102,60418811,66306845,16813683,334203,44364,3758,16675259,13247783,3175732,9846194,671601,6314322,8073608,35495398,16922182,0
1723564967.4381,1184,81152312,70284933,74453277,15376909,230760,34690,1613,17025522,11982578,4163986,11035882,772162,4065679,8510986,45730046,23546478,0
1723564967.8473,1184,35828871,34955092,42860140,3408472,61941,7535,434,3767302,8406130,4152066,5383391,359047,1788206,2280525,26233212,12177392,0
1723564968.2564,1184,84861031,85367167,89176129,15047976,217646,21132,1405,14167175,19129565,13349604,14005628,981876,1522223,9974557,45200180,22381962,0
1723564968.6656,1184,36077762,39149610,44547331,10085988,376768,55197,8098,10481992,6538817,3063753,7256544,479499,0,5957907,28986853,9784199,0
1723564969.0747,1184,34195476,39170417,43175131,6456985,200223,20439,1343,6578387,12326542,9774697,6566315,504182,2127750,5212135,13734004,10031510,0
1723915062.8701,1185,65935449,47289192,56998366,13228639,418676,61839,21528,12589950,13111417,7203192,6652844,162395,11795252,8336838,16551665,11246326,0
1723915063.216,1185,14202644,15138485,15683496,2515183,74401,5961,1855,2571587,4034620,2527764,1692003,51633,3571305,2901900,2647905,1988897,0
1723915063.5619,1185,33727788,21910227,24388361,5376223,137797,19660,5290,5823149,8242095,3953723,2915207,47865,6989265,6159174,487767,7643201,0
1724128750.1201,1186,48878180,73318028,75393460,30421442,1120743,268624,84554,27986092,22640987,8451847,12604189,765693,1798575,0,42502049,11823969,0
1724128750.2491,1186,36732132,44951881,55113679,13627855,347122,83290,22961,13596226,15004420,5130302,8649271,559580,4171828,7826711,22980415,5051740,0
1724128750.3782,1186,73671559,98941816,101061558,42580785,879171,188367,68707,43384624,17874100,16868680,20612752,1228642,0,3506465,62812311,16275178,0
1723504550.545,1187,49305263,41322177,51246741,17056034,852430,131134,42886,18217367,9279818,6267996,7270825,260242,5520600,0,30178326,19397608,0
1723504550.7482,1187,30501107,25324923,26592114,12756851,755777,69794,19463,12363953,7071436,1894413,6216265,150663,0,0,17626264,12100257,0
1723504550.9513,1187,48125597,55532056,66465508,22211225,1419243,230294,68528,22854944,12713230,1329310,11957870,394068,8294974,1748897,42379095,15852426,0
1723504551.1545,1187,77581568,63795054,75578327,22243475,1090905,180344,49845,24541839,11785764,4982863,12983548,323139,3773126,2271187,52765385,29279847,0
1723504551.3577,1187,56486054,50613685,62891820,20857658,886861,144331,48664,22779761,13124348,2409893,9658932,207598,1752118,3273814,42331647,24211660,0
1723504551.5608,1187,34382324,28110829,31479893,11756618,475012,66528,24389,11079621,9154069,629597,5727683,131854,0,0,21696225,13697505,0
1723504551.764,1187,71693086,72496572,85676328,23906804,1539768,253951,73152,25206368,27738816,4632585,14243783,445293,838787,0,52466138,28157222,0
1723504551.9671,1187,35279903,38362732,39762579,13043849,861670,147133,46776,13532308,9289407,1053167,7350945,172611,0,3546038,25873965,11921965,0
1723658019.1742,1188,16417074,25527003,31518353,6545754,383128,136019,49210,7008229,8396401,5682366,5300388,362996,0,1477045,15962538,2044374,0
1723658019.6197,1188,18189804,26370940,31780522,7169682,490457,168911,56366,7444205,12222376,4724663,4563021,328253,562572,1813228,12457680,3262796,0
1723658020.0651,1188,10059028,14742285,15594973,4513945,253669,100597,37501,4561004,4503981,947878,2943617,197147,298460,1133909,8710743,1057026,0
1724261634.6106,1189,100761017,201881431,242425714,44347994,1820137,558511,107092,43011302,68791670,4848514,23699319,566245,18241194,2851715,147692620,18665640,0
1724261634.9084,1189,73507292,125954457,146353495,27145900,1238854,358945,81109,28340848,43336024,12787690,19546971,452875,6705370,2539867,80984542,9476681,0
1724261635.2062,1189,48325486,85488964,104556317,19379241,1145012,236878,38865,19522370,36305235,14075035,10823729,315356,630382,0,53545664,6125832,0
1724261635.504,1189,46323194,80465957,97193495,15077636,915740,252171,65465,16294316,24587347,8560479,13553810,281889,0,3299666,60746001,7859062,0
1724261635.8018,1189,70361262,134425234,166036284,31969735,1322852,266015,43533,34258060,47397742,26854371,19055396,450056,0,0,91784170,11503968,0
1724261636.0996,1189,45102289,82149268,101663209,4989156,267182,84367,19043,4796898,35480078,9605536,10028354,219566,0,2546702,54030892,9355004,0
1723683676.171,1190,15963318,24395229,24903165,7066060,214346,53733,9901,7240307,7396491,737910,4592804,225194,2275617,51587,14441557,1660239,0
1723683676.292,1190,24819095,40452935,45707224,9522292,107284,22528,4312,8871880,16044749,7008190,10278549,560930,2840593,0,19813690,2274163,0
1723683676.413,1190,16650145,29469777,33723356,5618025,130044,29428,5592,5450285,10233736,1499272,6076510,366436,312661,61294,21616392,1517717,0
1723683676.5339,1190,27172594,49424176,53236494,10390085,233281,47737,8840,10855502,16724075,5718072,8115505,512606,0,540718,30253627,4230821,0
1723627645.8986,1191,56197506,100536293,118226495,37060881,1497589,589814,175634,38494522,29083859,19191092,17671914,1006008,0,9240222,60711321,12230976,0
1723627646.1779,1191,52088584,99925972,116924268,48934089,2333432,1105503,342242,44865054,22945231,12569727,19232404,1109363,1784977,9531835,70092496,11416792,0
1723627646.4573,1191,109185091,217845279,225696788,89463628,4230377,1931477,630897,84278179,68700982,23927119,43545519,2431043,11534328,20605196,100929160,25772678,0
1723627646.7366,1191,81186173,139795958,165368131,46926546,2501684,1055820,335172,48021903,46470367,28484497,19243608,1201566,0,9255176,81158089,13654111,0
1723627647.0159,1191,58381494,111568798,124879594,42946038,2425540,1081087,304773,41786755,30389809,21116686,19962249,1158360,0,15946284,57426814,12951076,0
1723627647.2953,1191,24094838,43854459,45987505,12980971,421155,167851,50642,14224221,10891686,7015929,7863272,466403,2647915,4167774,21264198,5685782,0
1723627647.5746,1191,27190202,45397967,47327017,15467564,551064,216843,58485,16559950,13368490,7585206,8535570,549575,0,3381733,22991586,5190583,0
1723627647.8539,1191,24406424,45899791,47005394,23903083,978714,448509,136347,23276838,8083695,3222950,6941046,388888,0,3296546,32402202,4762478,0
1723627648.1333,1191,43609897,87902087,103012585,39495874,1685875,774845,216914,38006642,32217655,2060251,15977094,953288,6855013,1171872,60707792,9606567,0
1724052414.7491,1192,11466479,24706109,29329588,5170467,174303,34338,8134,5742376,7305798,2225812,3953777,246636,0,0,19797977,1828543,0
1724052414.9447,1192,7935448,17507577,21542706,5426102,136351,20737,6454,5993297,5989351,430854,2661859,141386,0,1041763,14080738,1241039,0
1724052415.1403,1192,9644054,21142273,23076415,6792606,48357,5660,1460,7247153,5709382,2144690,3308883,214389,228655,2963998,12029689,936765,0
1724052415.336,1192,10679139,21020024,24541492,6589294,90617,20250,4818,6051569,6560922,2975757,3155424,141919,0,1480091,13524722,1398997,0
1724052415.5316,1192,6274146,12401932,12968450,4560404,151751,25014,6520,4487615,4242894,1893971,1996226,113151,373829,0,6457754,1324727,0
1724052415.7273,1192,14534679,26906264,28147944,8612901,179703,39382,8518,9407177,3845584,562958,4560505,284141,1728454,2461851,19549094,2367124,0
1724052415.9229,1192,20192915,39946523,41610553,11831775,199985,32496,10786,11309693,6482328,4450819,6842065,359322,244811,0,30432594,3292625,0
1723668895.2352,1193,27814093,58164763,69887210,14942687,227214,58530,17531,16153013,12795514,1768388,7888653,616121,7038896,8638141,39646269,7262996,0
1723668895.5951,1193,90433232,169654540,198656160,50010069,416569,112718,31986,54091620,27305289,3973123,24817032,1860372,14204395,36324807,116848544,30713885,0
1723668895.9549,1193,21419819,41698691,52016723,13267297,280372,94448,35886,13863902,12653159,5138384,5715712,446205,5596869,7006241,21622069,6176873,0
1723668896.3147,1193,14512641,30401108,34401721,8307546,225881,63352,20891,9161060,7898996,1463890,4301127,289705,3838216,4762578,16438038,4315460,0
1723796579.2655,1194,12243811,24947951,30979316,8493520,533358,123928,35922,7954702,10467042,5318543,5126355,135072,5626023,5529961,4037745,2191559,0
1723796579.4576,1194,11754606,18788194,19826560,7145375,405329,62375,19042,7081300,5145515,3759329,3314123,112078,1946958,1020033,7954722,1435636,0
1723796579.6497,1194,7125808,13516741,15651781,4490439,294298,53211,13579,4880867,5103262,2992659,2234885,65549,1341076,915641,5299141,1098753,0
1723796579.8418,1194,11914278,22015373,23239405,6362990,151340,28932,8766,5848213,7757170,3205911,3246996,113670,3126234,3469818,5680270,1413582,0
1724197495.5119,1195,129995751,235494889,242893585,77430946,536229,154060,33803,78396877,79610073,17889046,40999788,1876177,0,10879204,134515261,24624225,0
1724197495.6137,1195,65326971,112232910,128219372,27706834,474157,119044,29508,30743053,38832272,11638579,14535696,743428,82523,800715,76865281,19228575,0
1724197495.7154,1195,177288213,333201289,351756273,97870057,1716175,517956,106805,98379946,112063760,55140155,48411460,2380405,0,14116907,170435450,30495516,0
1724197495.8171,1195,42313985,83653972,100971334,25492109,447766,122420,34197,25565402,32279545,2408721,12292937,655041,3679045,0,62604022,8982433,0
1724197495.9189,1195,175863394,346913167,413886201,98209389,2518232,697299,170543,105358601,125456196,8277724,46677314,2618892,470088,6794688,272887504,49631317,0
1724197496.0206,1195,119537987,222768509,274557243,75150694,2504111,637668,129292,79490124,65699484,23642617,28291130,1351675,0,30951821,154263320,29218084,0
1724197496.1223,1195,124220834,256154979,303007670,56714639,1386285,385832,64643,53954285,97314005,37339862,28638889,1547715,0,22604383,145749418,24260837,0
1724444729.2355,1196,89312742,129457140,135644245,43596747,2519253,391155,71622,39891626,32138120,2712884,24476165,878332,19555457,23697494,57540288,31318262,0
1724444729.3177,1196,99018013,157313191,178339626,69164012,4413682,828585,139373,65423554,65971832,17364706,35781221,1275421,29958861,21370403,43673823,30879639,0
1724444729.3998,1196,106787846,149399168,162495615,45873210,2225965,387416,63853,46001423,42831260,34481195,26845009,1018772,25378593,29083261,30721305,37509692,0
1724003360.909,1197,14816432,14451667,16913113,6690044,535722,182081,44779,6116267,3280932,1261173,3196045,203169,2485745,5221431,4663830,3031650,0
1724003361.1163,1197,15229627,19981551,24024862,10967667,735371,266219,64364,10146315,6249856,480497,4594279,309384,4092775,4014557,9187175,2067054,0
1724003361.3236,1197,6318786,6340985,7382797,3045613,251347,55011,13218,3293248,2249079,949315,1236655,71205,746804,1373994,2063603,677045,0
1724003361.5309,1197,13656565,14415924,15569742,6005498,663288,199323,54031,6194695,3973685,1653920,2821443,174381,1174710,2611747,6155678,1939646,0
1724003361.7382,1197,29439978,33231740,40244656,14151979,1262313,396543,106511,13058583,11357855,4594993,8173924,542881,7591194,7757181,8943430,5884867,0
1723530058.9404,1198,16566818,36698261,45265226,15032587,890479,332797,68960,14818252,11125811,4184431,6814289,305319,3233067,497821,26224094,3297108,1
1723530059.2121,1198,45785530,92029086,107263242,25727014,1317513,595131,122359,27237277,32616930,4948994,12306493,573764,1345063,9856342,58495911,9100310,1
1723530059.4839,1198,14762026,26577809,28794370,11401223,588779,228276,35736,10718706,4916673,1778789,4517017,252666,1308094,0,20790813,1794502,1
1723530059.7556,1198,27692937,54229572,62887762,21163537,534119,181455,41024,21880263,14968942,2834837,9855005,536592,6031082,0,39052900,5218241,1
1723530060.0274,1198,43446262,87794460,96291914,19848059,983338,341575,73812,21562404,29123689,9284418,12822830,717417,2897051,3446670,51540084,5035102,1
1723530060.2991,1198,35645169,75149105,90020569,24579738,1238269,525931,129709,27187953,25648831,11628280,11259476,679355,4587508,3201841,44954107,7387068,1
1723530060.5709,1198,44321576,85872419,100424996,23465884,1042352,428237,75372,24506403,31975641,11023876,13325229,570298,0,0,57425478,11870323,1
1723530060.8426,1198,21629103,44085694,48891117,12252006,602243,252085,43500,12830185,12531145,5513866,6278783,355320,0,0,30846105,4745726,1
1723530061.1144,1198,42192781,89579418,101389540,42312841,2078622,795133,106241,38750895,24333633,6161575,14744353,655757,0,0,70894330,9863456,1
1723530061.3861,1198,50761427,87071086,90692488,31785144,1908163,803793,177561,30100718,24949412,8407284,13200863,675982,0,1662655,55673135,10738071,1
1723530061.6579,1198,18636032,38661101,40254690,10368889,493087,219101,43723,10307993,13263483,2222721,4959500,247881,599908,1702692,22465884,2074863,1
1723530061.9297,1198,24706352,53239050,58220171,14952512,506145,215417,47343,14221972,16153212,5240077,5828038,262417,0,5510739,31316141,3999153,1
1723530062.2014,1198,34122061,61250939,75382919,15047981,947703,355494,77663,15919985,19154139,7686370,11332355,566532,1447307,1736691,45358410,5935865,1
1723530062.4732,1198,21304377,40580910,42865767,15753884,477129,175359,35145,16291616,9603422,5719902,5101881,223229,0,0,27542442,4330936,1
1723530062.7449,1198,34512035,64563356,78012034,14454542,745566,276929,42771,14991273,22750134,7349322,9281843,540157,4861855,10931271,32119450,5955983,1
1723530063.0167,1198,48212238,87832560,101855230,32052870,1917647,876920,176876,31813516,34140635,6884945,12876261,665081,4432272,1728404,54668971,8795546,1
1723530063.2884,1198,21938991,44210300,45807028,16692613,1516034,680133,208694,18301174,14609399,5080611,6812530,327634,5708582,1406141,19002291,5689247,1
1723530063.5602,1198,17356318,36908460,42928849,9946887,1220713,525196,165243,10006333,9537910,4520091,5269728,197230,6199615,5154748,17516483,3240538,1
1723530063.8319,1198,27470721,56331380,67199159,16553307,2287453,1196444,373199,16980965,13610204,10166204,8222675,303192,11619762,6167441,25635546,6391456,1
1723530064.1037,1198,36248625,79094120,87470928,21569746,2103897,967977,346366,23186258,22782983,7477907,11707721,409501,5436214,10373770,41400053,9751692,1
1724211323.5005,1199,77194977,44133043,47912736,10700697,53503,23994,3500,11131725,15651637,4571230,10324842,614504,0,6244606,21445261,13764764,0
1724211323.7662,1199,50454555,42426832,46708321,12098024,86742,37164,1911,12924855,13443613,6775137,9179677,562028,1583016,2768993,22137560,9195183,0
1724211324.0319,1199,63746781,45016948,54033350,13069712,393792,184044,10273,13002986,16741202,5797312,10293496,640244,2337523,1887733,27269577,11202880,0
1724211324.2977,1199,139162266,62672755,67374196,17401535,229644,91435,10786,19263423,8767226,12771790,10858096,705608,0,11033935,34801243,9329879,0
1723892317.693,1200,23125359,29455696,30409827,9442665,347321,105027,19000,9663867,3171504,1789543,4604656,122762,2054677,4622046,18772055,5291939,0
1723892318.1036,1200,43099954,65935605,77717315,19390508,773415,179323,36265,18346736,19609557,1991848,11666172,462083,4168954,4028473,47918481,10003317,0
1723892318.5142,1200,33788698,40186322,41084155,10663652,388085,91247,13791,9908619,6346358,821683,7865465,131952,3647632,4906274,25362207,8486140,0
1723892318.9247,1200,35330141,49391826,55511785,20249318,505052,135636,26027,20402152,9946331,1434041,10050664,270451,5550730,1136991,37443689,9769452,0
1723892319.3353,1200,19530482,29321183,36596884,10080129,139261,22932,4443,10582642,11126065,3692125,3765926,143323,1050351,4068141,16660200,4446892,0
1723892319.7459,1200,21378778,38580769,46027491,12679386,271788,60818,10770,12441305,5285986,2190910,6218767,231355,5059551,6922117,26568924,4399454,0
1723892320.1565,1200,27793745,37995933,45207201,9980952,49904,13677,2869,10966783,11702180,2581108,6708965,118898,2307854,5413380,23202677,6934446,0
1724138357.0358,1201,10442544,11562138,14394520,2861177,119472,17072,4799,3031955,4494587,785413,1639226,65233,2028869,1025936,6059713,1779358,0
1724138357.3759,1201,18223317,18584903,21642279,5576912,146020,25988,7961,5438303,5076754,1074571,3283764,160702,795046,1901342,12794564,2112487,0
1724138357.7159,1201,7720736,6486918,7062709,1118452,33326,5225,1559,1027066,2161996,980366,929579,40277,406970,133625,3379749,861526,0
1724138358.056,1201,8729165,11101043,13246761,3297362,125127,23584,6597,3546900,3741424,940958,1549010,77792,553756,137112,7873509,322755,0
1724138358.3961,1201,13244314,17414917,18184792,6043879,172017,29695,9764,6146802,6245060,1228097,2707907,125175,886272,1626727,8198634,1835498,0
1724138358.7362,1201,9606926,8843892,9945765,3352901,143638,27034,9049,3479618,2315044,736416,1169110,60362,0,1058006,5836298,1062790,0
1724138359.0762,1201,16979385,18068875,19263383,6513579,208672,35318,8685,6076464,4539017,3521953,3051310,165464,277399,1125077,9799934,3224150,0
1724475376.9862,1202,74521545,79727937,95612013,19157965,577264,203976,76551,18748835,26779606,13420340,14490135,991234,9807225,0,45604840,13457282,0
1724475377.4637,1202,47496425,43542896,52507636,11268663,514743,178796,51734,11899817,14852015,1050152,6941301,404572,96813,2116445,34392209,9512671,0
1724475377.9411,1202,89509972,77194006,88633933,17347093,781861,285161,110688,18216453,34691617,3451784,12668492,834894,0,8297886,42192645,17855566,0
1724475378.4185,1202,66933741,72118179,76839347,14116776,184367,63215,17205,13168247,25759877,5710242,16112381,1095964,3435317,2097898,39836012,7154662,0
1724475378.8959,1202,96691141,88442331,110082114,21264783,540770,219107,75632,19819857,29335004,4480480,16501410,1083773,7572732,0,68693897,17682072,0
1724475379.3734,1202,152661829,156061748,165829802,34263649,333286,134723,49174,31974660,69343763,10265580,29950023,1664541,0,4664539,81555918,27611500,0
1724475379.8508,1202,119680643,132449443,153213666,28129190,372535,141506,43393,29060900,54478327,17115853,25701767,1513888,11058479,3827168,66733837,19961237,0
1723625784.8378,1203,11344487,7589524,7781447,1027464,34093,10051,952,1124312,998510,155628,1603484,71004,0,966334,5660973,3644023,0
1723625785.1992,1203,24686894,20253102,22394186,4886806,145242,42520,6318,4857873,4125023,447883,4554102,200109,0,1775044,16046234,4827491,0
1723625785.5607,1203,15013188,14597797,15594201,3388451,87067,28290,4469,3633711,3696711,1472387,3012622,167384,813763,2227099,7384240,4764112,0
1723625785.9222,1203,37873303,28893109,29742193,9896845,266917,95735,14945,10487051,4121578,2674945,5931164,343546,0,4138606,18807063,10935867,0
1723625786.2837,1203,23584971,14482865,15689042,4167646,82970,26722,3509,4085232,3006346,313780,2895479,127503,121589,691675,11555651,7750681,0
1723625786.6452,1203,34512143,35680547,43367448,7100025,133116,38396,4553,6660443,6739509,2457575,7040134,396076,663930,472918,33033513,9488853,0
1723625787.0067,1203,25534551,19682124,22945031,7285740,226995,73856,5367,6755124,3550710,3297237,3626450,203368,571144,887776,14638162,9384624,0
1723625787.3681,1203,67222297,44380053,49557721,14914836,319072,103666,8730,13789519,7747644,5530756,9688897,439388,0,4568306,31711014,21750750,0
1723625787.7296,1203,16742305,13779031,17052641,2920378,134770,42558,5175,3180315,3917378,576929,3103891,128701,381018,0,12177314,5047057,0
1723587304.972,1204,147045884,256959327,280051417,71528110,3166099,755096,230871,79321648,63930085,25730833,33595344,867876,33586593,55758854,101045050,51043159,0
1723587305.0559,1204,82111372,130571688,135226654,44259722,2009552,366572,113299,47612315,33021592,23018447,24693559,736872,18318915,29377384,31490314,24204847,0
1723587305.1398,1204,130266226,241527427,300615044,81919091,3258727,568420,183249,86637191,91731109,55431333,38479000,1160035,32551010,57336737,63564853,41786060,0
1723587305.2238,1204,119532977,219186693,251558835,103987711,2285998,625853,189065,97083118,49739378,31061899,30266216,1315087,34937139,54763612,81056805,38175151,0
1723587305.3077,1204,80249143,118093534,137887434,47242020,2136239,426490,113691,47602815,44581247,14575811,15109092,588043,13816515,29068420,35845439,32625001,0
1723792669.6041,1205,42040534,66269506,78324237,7695221,38476,5286,1991,7276081,21384400,10558275,7723237,356020,0,0,46381561,11209888,1
1723792669.8609,1205,24531649,41843768,49884500,9808434,727359,120569,42544,10325182,14733644,6282980,5758430,216756,8487749,8198341,12181784,5910046,1
1723792670.1177,1205,39397851,69895806,78833956,16500821,911183,240936,94974,17567830,14902733,8975253,7049706,263566,4641883,8380781,41933305,11114784,1
1723792670.3746,1205,24074935,43843014,54247610,9237242,475681,117202,55931,9519829,13407530,8989032,7208769,178045,5523692,7254629,19072724,4865400,1
1723725148.6699,1206,63722513,122622491,141535536,20900779,1118868,228407,41857,21167458,30226379,10685207,18489823,517929,130141,9053543,91440263,4568107,1
1723725149.1032,1206,151955077,245281792,258474223,67527396,4061991,917966,168419,61933201,47093576,19313284,49007811,1194416,0,462018,191605343,12645267,1
1723725149.5365,1206,153965164,293743357,347181018,46731755,2639235,401590,65496,48911431,65826042,20004612,61658759,1910929,16920091,10438399,233991873,14953251,1
1723725149.9697,1206,227171712,437212596,544859619,143161608,7897043,735808,146353,155998399,108313217,38247232,75402076,2565233,0,0,398299168,34708029,1
1723725150.403,1206,156204701,260575973,300649740,82858773,6249459,757316,115804,89890228,53752632,8795391,49915357,1606184,6103412,4591830,227406474,15626812,1
1723725150.8363,1206,106833964,195365814,221640404,52847516,2659608,386204,68566,58343550,20768989,34315549,40905591,1086784,2836229,1739286,161980349,5678243,1
1723725151.2695,1206,193895177,366988645,430618050,142602903,9341399,767608,149126,137773598,75790184,60212261,80023762,2489621,3645692,0,290969911,21332060,1
1723725151.7028,1206,110310295,194457896,207448268,40493578,2765824,535546,103495,40542575,32260949,5146429,43641852,1042280,15898510,0,154142378,9863736,1
1723725152.1361,1206,173302640,350300617,405693814,84864665,6529049,1439021,405771,77914201,55499942,31192451,72885565,1683628,13511678,0,305489741,18126160,1
1723725152.5693,1206,209401917,414546532,494656169,116552493,12932022,3443089,1060614,108196143,94757614,94898963,89346831,1508965,73442074,6540222,225017294,22695191,1
1723725153.0026,1206,153523328,338339562,416800766,138165810,22186054,5412451,1635567,138361029,82034734,28433997,73515767,1815749,65106649,19686409,221538975,26899083,1
1723725153.4358,1206,114817887,251517943,261094239,65284044,5819127,1512762,449685,72146249,56503552,33942001,43867087,398252,38710012,39708614,92230059,24869387,1
1723725153.8691,1206,188957555,428785599,449775455,133840249,15510051,4256542,1483293,131380845,84141554,88741088,90081489,780082,90222843,74944101,111725867,43487669,1
1723725154.3024,1206,201595916,424841840,501343100,157819843,15772796,4607548,1826075,144815439,110750486,86899390,80852932,746821,86043014,110723419,106926789,39221458,1
1723725154.7356,1206,112599127,239900860,291430927,114122776,16939044,4287829,1667331,104979512,63947075,18551997,51930718,482266,36945113,3684484,168302256,19615841,1
1723725155.1689,1206,375090575,847211833,911590925,315068339,74630844,24883287,10262146,342387171,183606033,83210891,157552822,2457742,103719103,81471304,459583593,60895748,1
1723725155.6022,1206,187680993,392237160,433274188,120139773,14781746,4719889,1770352,123965980,77409734,76249688,74195965,552401,83903919,55035778,140675067,24508570,1
1723725156.0354,1206,232445828,521106334,603579025,173334533,19610328,6585095,2371704,169996132,154863384,117005388,98627914,736581,152984345,28244652,150481253,35235335,1
1723725156.4687,1206,109257810,208054748,233111362,68387221,7820369,2404940,986483,72628852,38802843,41298745,38709545,243397,45739536,19487927,87782309,16648722,1
1723595369.0771,1207,35186862,54648878,59720550,22646431,533205,148149,46320,21561920,15230065,14333953,7908470,434695,1654020,0,28502510,2633014,0
1723595369.4145,1207,67934202,81936959,85407730,38439964,1037478,210220,54364,35348320,21947483,8169406,12676413,773011,2374142,9600179,43316518,12095699,0
1723595369.752,1207,77316463,107669207,134325249,53445821,1609312,387834,119868,49796759,30899017,12899159,20627153,1141891,9331475,4727033,76468562,13434603,0
1723595370.0895,1207,38599329,60099731,63251588,18422872,543173,135881,41324,20257815,16127437,7341008,9501490,536727,0,719631,39063510,4547334,0
1723595370.427,1207,40305241,57715195,61350698,17006611,780338,204611,63479,18684555,15314773,5551806,9741023,616732,0,2310150,38173967,4258123,0
1724096082.1791,1208,97905563,101573737,104172774,37688540,2261486,485758,147030,34458074,18143512,3985799,21298863,538787,2538965,2099971,77404525,12222617,0
1724096082.4009,1208,128362061,118133274,138550663,30344394,1586204,502492,156615,32281243,26143742,17566352,18818868,732711,3332917,0,91507652,23349876,0
1724096082.6227,1208,148250185,150304698,173682764,48165889,2363235,689427,237151,44739513,8684138,15178514,35082899,914506,0,2950116,146869994,21849571,0
1724096082.8445,1208,304574488,309133699,350585669,120752060,5036108,1445945,444350,127944059,37933222,9883226,75220656,2683036,4000356,14511492,284257371,53167234,0
1724096083.0663,1208,230569604,222361530,243719415,87178467,4929431,1519919,515821,80227583,45223040,28880231,44469371,1518924,5811548,10098630,153705963,23595164,0
1724096083.2881,1208,105752503,105358151,127733511,32228989,1023160,255457,77483,32219626,30447517,9502368,21261561,655822,954043,1612871,85216710,14748075,0
1723733027.3915,1209,18353686,31033948,38251530,16695749,669327,137364,29991,15632160,9294362,3431142,5461939,167504,4219046,8461119,12845859,4485582,0
1723733027.7766,1209,41129459,78107812,94705111,43961984,1789178,321780,99271,41001573,19357073,22364065,15438555,549783,14505014,22492231,15986727,8800386,0
1723733028.1618,1209,47492619,75928587,81358484,40105594,1969691,341919,82432,36916515,28282985,11420054,14383073,552846,9430344,8255241,23969858,7876167,0
1723733028.547,1209,34665830,59555894,72745802,25581083,1372121,170269,43551,25533801,21432212,9274039,8749643,325728,9267029,15799752,16972767,6773122,0
1723733028.9321,1209,16955634,32858306,39108756,21476233,856542,105019,26084,21093379,10838584,6958077,4514432,146548,5501746,4916115,10894232,2587652,0
1723733029.3173,1209,41798517,70212540,81156599,46843798,1700907,283768,74657,44858291,29248399,7279718,11191958,337095,7213235,12767854,24647392,11272298,0
1723733029.7025,1209,34303996,55866941,62457274,27573553,1136232,216592,51292,25716426,19607758,11351146,8605462,396303,2114574,11266471,18117323,6506229,0
1723640217.6879,1210,202803527,142644640,148366302,43487807,1591360,368055,20146,41072554,37552475,32155811,26604585,1043121,0,6039366,72618648,53237804,0
1723640218.0546,1210,478184880,575177471,622996955,187585124,12545772,2790994,464984,178169596,267446091,131289681,116572696,4911684,35179334,46967038,142114809,109175519,0
1723640218.4213,1210,159770672,132609575,150914373,63656857,3161430,829309,207218,61919304,41927117,31704276,22949257,1169814,0,8558451,68724527,41664601,0
1724364128.4745,1211,21733590,33826900,37762161,7404638,183096,44015,14142,7038981,10087296,2485429,4761258,129087,884784,6827800,17476850,5253854,0
1724364128.8974,1211,17250056,25013545,30861015,4035669,22800,6916,2515,4076333,8283956,617220,2214680,53485,1196619,4163797,16599421,4211149,0
1724364129.3204,1211,30073373,39985441,48828164,11901953,387840,68973,24550,10989363,14670687,2849021,5816462,157675,3804247,0,27504209,6211625,0
1724061706.688,1212,107937710,241289460,252934506,41928927,2096851,919053,108191,40122292,71266215,31508038,30987081,1337564,0,0,150160252,21269179,0
1724061707.1066,1212,114875883,253712163,307554148,28803621,960758,337481,43326,26328134,77865633,41979832,35665974,1601762,0,1642032,186066650,24673033,0
1724061707.5253,1212,179894460,390417717,422155986,58272461,1737077,766367,118342,64581819,85974697,54827929,50946617,2638584,0,1052149,280301210,34453750,0
1724061707.944,1212,106848634,241063585,254880432,52120991,1412514,599035,65631,55980188,72605233,23430093,48257132,2303687,0,3206932,155638172,23236221,0
1724061708.3627,1212,161867686,355031905,398895637,53441717,1384439,580512,61146,56998546,98560904,83042462,60241230,3002041,22282574,21540069,173469627,35414586,0
1724061708.7813,1212,206413584,493859367,551023006,89347983,2887122,1050794,154631,92563096,156872762,57156245,80473669,3351981,0,32328624,304665374,38528115,0
1724061709.2,1212,226595772,489132139,529355569,127144509,5082620,2159257,224617,122845294,154749313,81807695,70764598,2892454,0,0,292798560,72534156,0
