timestamp,pid,cpu_cycles,inst_retired,inst_spec,l1d_cache,l1d_cache_refill,l2d_cache_refill,ll_cache_miss,ld_spec,st_spec,br_retired,br_mis_pred,crypto_spec,ase_spec,ransomware
1724161526.4433,1279,60405387,94117830,117370742,34009179,1758007,886061,152169,24008760,13542284,12096278,963613,0,10129305,0
1724161526.5793,1279,36436055,64560734,75808129,23457671,1247499,542620,84343,17306017,4601910,9456394,749155,0,5087617,0
1724161526.7153,1279,57263456,96934412,115890081,31749953,1248972,543038,92881,23424697,8989367,17173907,1414248,0,8073336,0
1724161526.8512,1279,64256503,115538092,134260315,39887848,1807333,809323,154791,24753776,2685206,15004630,1150842,1039156,6518415,0
1724161526.9872,1279,54478346,88910563,97230215,26055059,999897,416590,88456,24539064,10881577,12984543,973995,90894,6249903,0
1724161527.1232,1279,46628764,61404362,72903706,28546107,921097,406457,66920,18352161,10358223,8610754,753467,1293957,9843051,0
1723521218.9982,1280,76271494,101083242,105463475,11860789,513032,168236,8055,28870603,3852771,19016192,1049440,10622835,18786444,0
1723521219.154,1280,35454757,60608153,75451988,14411080,447226,164246,18888,20800408,3654467,7756552,390619,11857907,16005114,0
1723521219.3099,1280,34044691,53858399,65684800,13828318,428030,165409,9730,17270156,4099699,7760080,512709,13229973,9856816,0
1724214169.8793,1281,74997525,142137609,148172443,27889976,2263544,961706,259476,32105611,14220311,24323540,1273991,1982465,30866700,0
1724214170.3683,1281,205402078,420688489,461758021,115090409,8448248,3734822,1193104,53495142,55673583,83365436,3820995,0,67108827,0
1724214170.8573,1281,75031860,131570189,155836006,30799411,3306183,1138427,397525,23098702,13509624,21874723,1035438,11649718,21165203,0
1724214171.3464,1281,131859087,270316390,286755437,23153123,2122892,887269,281101,47562546,65545862,55797321,2724376,19451383,28972612,0
1724127392.1131,1282,12641984,18025306,21888512,7582373,186311,56107,6146,5975796,3574168,4083490,190109,1040072,1704784,0
1724127392.511,1282,14537228,22166348,25775254,9488414,191588,65982,8188,7409090,6710470,4846483,266124,4422724,6373788,0
1724127392.9089,1282,17371599,26946325,33088204,11086354,246288,73271,9805,10664624,5732055,5724053,306525,2854520,7264924,0
1724127393.3068,1282,15618820,28222531,32117514,10153329,162338,49100,6359,11145933,6357767,6247590,285340,4781769,785316,0
1724127393.7047,1282,9615083,14884563,15933055,5596349,182022,55706,4026,4286994,2805118,2954184,140766,1925651,5233286,0
1723692612.0553,1283,40858202,51323958,59492586,21118590,437621,100270,11090,10373492,3185657,12089354,717954,5860579,2371323,0
1723692612.2245,1283,44305038,44137667,53170839,14735452,421225,79456,9931,12193110,7834396,10489835,474610,1145111,3157061,0
1723692612.3937,1283,50214381,63100760,70866133,21811899,937791,236821,27925,18331272,3934481,13984952,756561,0,0,0
1723692612.5629,1283,34125496,34832660,38833822,14510095,397317,95238,13381,9362689,776676,8861516,522073,1802261,4507031,0
1723692612.7321,1283,27923311,33071271,35761043,11905788,387629,79962,10339,8718646,1122979,7563292,501427,1024116,1997116,0
1723692612.9013,1283,30066668,33359357,38066576,11413316,318629,74306,9027,9361967,4217669,7133703,495804,2400245,2902999,0
1723692613.0705,1283,18842673,18635979,20574767,6746813,252226,41639,3687,6673719,2067706,4194468,245897,0,1553918,0
1723692613.2397,1283,33387196,34352546,38260841,12544537,63449,12175,1389,7838323,8268836,7797062,382084,0,3315795,0
1723692613.4089,1283,15808357,18226694,18926203,7002194,266972,69761,7093,4757458,1469436,4255493,212912,938462,1527868,0
1723692613.5781,1283,22747323,27302927,33767389,9359762,224502,50345,3619,10734257,4086803,5602243,335934,1361566,1509398,0
1723692613.7473,1283,27326408,29531275,31053958,11515161,189068,33448,2147,8470855,2862390,5308343,267671,2265696,2122784,0
1723827258.4323,1284,41639184,41400846,47593682,13237165,2186681,657675,259769,17113454,8926566,8491492,534153,14576867,4647853,0
1723827258.9032,1284,39999082,44165543,46266621,18474965,2538788,608664,288635,12195724,3684282,9631579,639668,10586640,9158928,0
1723827259.374,1284,29473366,29201622,33489594,10806680,1644529,494597,233789,10919479,6122317,5562779,379274,6612461,4876462,0
1723827259.8449,1284,51073532,39549510,41406146,16763297,2594543,777344,370797,13459188,828122,8498980,577601,9418064,5239457,0
1723827260.3157,1284,43159806,37620728,46233413,17071532,2309717,728866,345372,12110349,5253262,6853830,436132,9302805,8563528,0
1723827260.7866,1284,68580066,74355886,91729208,21575792,2920467,1166142,568228,30709201,8351981,14027320,1089878,23430689,19879311,0
1723827261.2574,1284,61330652,64754606,80055539,27898807,3982636,1429729,597050,22417681,10499510,14259952,985895,17518690,17173713,0
1723827261.7283,1284,36778916,41032589,50364938,10560260,1682222,501133,244109,15672665,5283365,7957818,511734,11906997,4788064,0
1723827262.1991,1284,52398122,60258818,67239737,18068913,2543800,875561,409018,18230037,6481428,11869809,802908,15758883,12751185,0
1723552391.2623,1285,12016281,22296518,24315266,3358839,194184,58465,12273,4843527,2027919,3971440,218547,0,1617114,0
1723552391.3279,1285,25153553,50197952,52466389,7569555,454166,160977,40968,16836570,6534502,8970384,408509,4696497,6021411,0
1723552391.3935,1285,4808200,9316297,10837017,1588323,109653,34523,5688,2668505,409813,1540170,67286,27445,1206652,0
1723552391.4591,1285,6379714,13732669,16124106,3202005,224321,87136,15203,3346328,720314,2283642,120887,0,765621,0
1723552391.5247,1285,5729082,11410105,12709889,2333034,132671,49099,7531,3363502,254197,2095194,105403,0,0,0
1723552391.5903,1285,6906559,13555839,15054909,2679153,182834,63271,14393,3912280,691540,2596860,103312,428722,0,0
1723552391.6559,1285,9058585,19461502,23662111,5409122,323782,115620,30931,5385118,1284738,3458078,172299,0,875926,0
1723552391.7215,1285,9074512,18634807,23062600,929470,45503,16803,3982,6205024,2242256,3018202,140154,267350,1213774,0
1723552391.7871,1285,9504652,19861142,23562203,3210206,261770,98394,22635,3778794,1138810,3244647,152286,0,0,0
1723552391.8527,1285,10650883,19439807,22703643,2826157,167262,57652,10971,5500503,886547,3473997,198180,0,1938098,0
1723552391.9183,1285,10084204,18848350,21761013,1766915,83901,25995,5406,6216283,435220,2871662,174306,795858,1570723,0
1723552391.9839,1285,11558896,21713410,25807123,5191809,259773,78582,14938,6249422,516142,4235130,193770,0,0,0
1723552392.0495,1285,6943159,15548946,19392438,1079109,70606,25355,6795,2815781,1334073,2635161,137912,0,1510983,0
1723738546.054,1286,8661853,13815096,14805976,4024076,20120,3350,479,4586247,1540226,2701381,87427,2692606,3021344,0
1723738546.2929,1286,18822825,34176251,35975495,8837890,83153,12864,1100,9058079,2540101,7304365,175709,7380879,8347599,0
1723738546.5318,1286,12236272,23192244,26102083,4177506,48149,8514,1289,7408992,880966,4907936,131696,4885615,8171553,0
1723738546.7707,1286,12354766,20649233,22658770,3470796,46111,6738,732,5065225,2259584,4315031,114432,3840412,4335121,0
1723738547.0096,1286,10474286,17899530,21800507,4253265,85924,10469,510,7749772,3824012,3989488,104939,4257003,5800407,0
1724044244.533,1287,47628788,81216742,96914548,36900480,8325881,4251164,1302846,24172421,16897727,6808224,177473,20322468,23811271,0
1724044244.9673,1287,20529575,38882338,44528053,18321925,4149187,2158466,532139,13075358,7608147,4880540,147798,14153207,7340396,0
1724044245.4016,1287,17135950,33707717,41440745,12275746,2787008,1395737,380588,9636993,4133652,4467256,144441,9457771,7596456,0
1723828180.1134,1288,171066843,174909925,207438377,41208349,1784872,408935,21969,52531795,31043297,31919557,2121981,0,20468433,1
1723828180.3308,1288,153302225,175548807,214766951,23525761,668866,157546,15729,52971872,31327592,31050578,2020860,0,5373866,1
1723828180.5482,1288,102918336,134236745,144242398,30880751,1666420,426119,37731,35922733,4293321,23478776,1427153,8086772,0,1
1723828180.7656,1288,218963492,358766958,369548414,76423192,5468453,1514725,260853,91810319,34838270,59594047,3401570,29476465,6448958,1
1724063132.158,1289,107552636,182167206,220962081,49358076,1245229,471645,96734,61003131,27755545,46050598,2667580,10204699,22509016,0
1724063132.2387,1289,55181195,86692202,98898808,22814864,343682,152812,35355,20389295,16227628,19589237,1218878,1957509,4330360,0
1724063132.3194,1289,99799639,154231578,165760730,42879547,1397799,579107,124176,20792907,5327467,34822825,2116797,3702927,15469545,0
1724063132.4001,1289,41471158,71711864,86488293,25876501,580922,230869,45236,12802508,1729765,13467174,942813,3035461,3463652,0
1724063132.4808,1289,69395257,145101871,148094335,44593206,1167319,463333,112713,37280289,19189329,33005156,2056302,45637,6055759,0
1724063132.5615,1289,123052117,200645671,207783206,79131353,2233069,948139,235876,43292882,20571928,41334384,2558526,139790,13659658,0
1724063132.6422,1289,57779546,87287783,109054984,32485760,1291732,629433,124710,20890717,12722642,16338204,1096310,0,3650817,0
1724063132.7229,1289,57138891,85842107,91448965,16528175,638487,285408,57834,21876620,4102545,16385818,1077971,1317381,5555138,0
1723898089.6591,1290,6385814,12927235,13900106,3268406,33700,10439,2465,3522044,1593595,1133139,55845,1245589,238384,0
1723898090.1435,1290,10288146,20877865,23915916,5996370,104844,30511,5933,3870979,986208,2943608,141528,1071222,725341,0
1723898090.6279,1290,10011289,20858516,21437794,5842160,74993,19917,4821,4944372,3239477,2198077,105294,1116860,0,0
1724159498.2921,1291,22252168,23105768,25454715,3942227,146356,49747,11792,5077050,4291572,3329921,137481,794450,3461008,1
1724159498.6776,1291,24234189,29383504,34179222,6495566,250703,79580,16104,8021739,4797629,4376789,149195,1858887,4129337,1
1724159499.0632,1291,19446313,20653266,21831189,4839790,433553,189361,59269,4973500,1999082,2764829,90715,569423,2275991,1
1724159499.4487,1291,22850739,32927758,39146660,10971799,1320755,504043,131148,9368404,5760060,5982210,144596,7610906,4358052,1
1723990893.5853,1292,149888286,156693106,173788753,28078237,492491,64658,18462,52150704,20357658,17608430,1156253,0,16080654,0
1723990893.8269,1292,162677378,204309492,237579796,101150753,938088,173049,51261,59394626,40665350,27153727,1566096,8329343,4219705,0
1723990894.0684,1292,124967688,138489299,151746708,26265683,554237,105129,28587,41205405,24527492,23418021,1290660,0,9105898,0
1723517351.166,1293,102906753,164560549,168194411,48890392,2590369,581961,178199,57364496,5621958,31472516,1910253,7797676,12658283,0
1723517351.2416,1293,142397460,230834700,261692843,36870675,2025495,621208,181694,97494721,5233856,39457920,2205797,0,30637654,0
1723517351.3171,1293,163008301,253789909,264108549,15693895,919474,259565,73895,90908378,17856134,32850826,2169516,4617890,29306618,0
1723517351.3926,1293,157462599,257860903,314863065,62490803,4323974,1154560,342235,107177959,24313437,55736211,3498841,3939749,25861425,0
1723517351.4682,1293,183643418,292013329,299311165,46048091,1651892,477952,142222,76476211,9882818,61989116,3882096,2706152,8260549,0
1723595329.6986,1294,91237577,143631239,166491433,44877860,828064,301471,88709,29957368,13671558,23955987,1799854,5636310,19411759,0
1723595329.822,1294,322562356,608815811,742767887,214683586,7846942,3014573,857694,269609363,106603329,117328423,8500392,13960527,108699003,0
1723595329.9455,1294,139344703,268782770,300574419,103741135,2969586,1309342,363132,86438936,25711785,51735768,3349179,18327675,23388767,0
1724451285.5926,1295,103764459,235972753,256260933,59362998,1639187,193308,3866,53934128,64075911,34780057,685752,12325688,0,0
1724451286.083,1295,73758163,155227742,162598688,49159306,1470670,73533,2733,39681934,30735140,23226672,702071,10778850,0,0
1724451286.5734,1295,76351933,180135889,206869880,45834994,1202328,118099,2361,41696565,23018073,24170377,691799,3576458,0,0
1724451287.0637,1295,44223031,88481431,101841339,20934178,561406,66961,4560,24019684,15538813,14828483,349811,3315400,0,0
1724451287.5541,1295,57254709,117195250,137650311,29387476,1196938,201053,15330,38084249,17346312,17939069,500287,1878127,0,0
1724451288.0444,1295,31507987,64953987,74256266,17889731,340585,52645,3329,21249969,12085251,12673816,414847,3697818,7190300,0
1724451288.5348,1295,112557470,220170847,270074267,73413268,3220128,299854,28065,64658873,50351835,40441804,1272700,0,4028235,0
1724451289.0252,1295,97346173,201301154,245968838,54610391,1739543,208130,4162,32062223,5981263,23325021,649487,1220950,0,0
1724451289.5155,1295,103371871,209989518,239361474,64990111,2396499,208656,7537,31982161,44101230,22792146,757109,253315,0,0
1724451290.0059,1295,48428937,112978849,122529611,24290270,916082,80381,4458,34691896,14169604,19369038,601889,0,10352691,0
1724008331.0821,1296,26600523,28384405,29445539,9876523,363890,73928,13112,7522754,1112884,2782606,204233,1503634,3156064,0
1724008331.3571,1296,20900670,19880295,23915128,8112382,349220,40200,8199,7966245,4057503,1917466,125498,0,3583596,0
1724008331.6321,1296,19588467,18297024,21093250,7040068,294842,67937,8561,6735384,2403357,1986775,130057,1767190,1643912,0
1724447375.6726,1297,56921970,82060485,89043365,11406617,600058,217530,43211,20698473,1780867,11491687,917095,1304818,408375,0
1724447376.1222,1297,44706455,74354197,87966842,17150481,790345,323140,73755,20559427,11451167,10813952,862562,2838990,0,0
1724447376.5718,1297,28801548,50464750,61292249,17886863,764952,270135,56494,13747645,3673164,6641245,525491,276961,6452642,0
1724447377.0214,1297,43011826,72686417,86236877,21489953,1197146,479232,83583,16352715,12072873,7665162,531659,0,0,0
1724447377.471,1297,82611893,138131168,166846301,31034069,1963466,702442,110778,28949483,14970309,18859307,1334184,13382622,5352741,0
1724447377.9205,1297,35544594,59916994,63634113,16490828,1187223,417086,100786,8758725,6236083,7701461,556659,0,2510008,0
1724447378.3701,1297,56526383,88422410,107553402,16851342,1064150,367876,69784,8684638,7400325,14153252,1119818,2038611,6675119,0
1724447378.8197,1297,30682196,43214243,53314415,9403019,529155,164392,41268,4284266,6442121,6655655,494248,1248879,5402529,0
1724447379.2693,1297,76709881,115248194,122214030,32321323,2142099,787652,150867,24476609,16439404,16802331,1344880,4384813,8120085,0
1724447379.7188,1297,34323981,55678568,59985735,15585970,605515,223972,51644,12115557,8558435,8477707,538965,1406246,0,0
1724443635.2528,1298,235773438,401678996,449768717,60328565,2430530,431094,37036,134013941,101883762,64311509,1586480,59758657,130466920,0
1724443635.4316,1298,126621544,286381947,298108162,49985790,1268735,226208,17440,99681976,18568941,44414025,1651098,59932684,64416026,0
1724443635.6104,1298,104543336,223451116,229675834,47046205,1608552,332487,20921,101060802,44352300,25415693,738720,20928062,44136475,0
1724443635.7893,1298,147299788,343720087,350937197,72896854,1400760,199577,17860,116667349,73494816,46044903,1247147,75328770,71168874,0
1724443635.9681,1298,166573505,369396835,435123772,49209490,1445282,194635,24671,131203667,97831666,58289541,2069899,66933160,119464829,0
1724443636.147,1298,224151199,436699884,452860082,93506594,1280223,173583,12663,144880361,91479885,66156801,1878972,42917351,128690102,0
1724443636.3258,1298,175748411,365960776,393987288,67396472,1937708,292521,26870,130922363,59844054,40749973,1322267,16917230,120557381,0
1723522303.7672,1299,97852697,141693245,166840769,53461201,1505998,457070,83714,57684340,18284458,22673642,1368880,229958,8028137,1
1723522304.2593,1299,113858227,205071632,256234531,69151912,974437,275127,44281,70081036,54406908,35292980,2156439,8921371,0,1
1723522304.7515,1299,163260315,253663064,271204926,90010948,2162403,604132,59205,79040037,5424098,35252964,2293965,0,30998257,1
1723522305.2436,1299,46878481,83838483,96730604,27247027,1611528,497328,107387,30411719,13755986,12559110,683928,7588425,6213132,1
1723522305.7357,1299,99651329,170297853,180059124,75342145,7037904,2781928,736029,45532977,38076765,26574251,1362553,13774609,11584710,1
1724245201.0624,1300,74908685,71081976,73948484,19164054,714093,116491,38862,15604006,9773666,11227016,732540,0,16604109,0
1724245201.2716,1300,45047934,46638552,50844169,11177055,610010,107576,32930,12926911,2229668,6966723,405649,1632779,8378400,0
1724245201.4808,1300,59984935,61287935,68464021,9473835,450270,100675,28780,18333373,8967376,8748220,650938,5147445,14562644,0
1724245201.6901,1300,22449593,27872614,30065104,7542865,398788,63768,19885,9706471,6562761,4179729,269407,186541,4662738,0
1723712317.9399,1301,11793353,9306986,11016800,1801115,97403,27627,6532,1855230,914848,1505310,64025,718076,130771,0
1723712318.3716,1301,15128481,9054258,10164068,1627273,113231,24666,4872,2072443,1073204,1539738,79885,905116,1259839,0
1723712318.8033,1301,6312058,6533258,7346389,1111274,31629,9188,2442,1583048,165999,1197988,44169,236394,716349,0
1723712319.235,1301,16429270,12392540,13940808,833834,35211,8564,1808,3384341,995619,1743027,88798,144446,657295,0
1723712319.6667,1301,21602552,13179368,13731848,1302044,60807,20196,5632,2167531,413600,1499904,72268,1103524,830122,0
1723712320.0984,1301,11301684,6345446,6980294,1351624,45997,14473,3715,1548965,530409,1000361,49391,45397,0,0
1723712320.5301,1301,9289428,6529802,6805905,1359614,69076,17204,3362,1347385,674262,1103739,45499,0,465747,0
1723712320.9619,1301,21478174,12511660,15339471,2661518,134267,35961,9619,3565433,459433,1697987,95994,0,708844,0
1723712321.3936,1301,12101676,9776534,11098032,919549,31933,11093,2281,2139410,450321,1439003,78847,610414,1647717,0
1723712321.8253,1301,13475623,10679147,12434728,1376041,62730,18046,3656,2646014,896097,1502456,62156,505452,0,0
1723712322.257,1301,6828597,6146115,6477242,587451,24056,5967,1389,1090016,265989,1193960,49505,0,370119,0
1723712322.6887,1301,13898051,12899885,14381409,2119445,117321,32483,7642,3153224,287628,1806362,81530,801696,0,0
1723712323.1204,1301,10719316,9618110,11370865,2222816,91684,25463,7539,3031443,289678,1248080,51633,0,0,0
1723712323.5522,1301,23419343,20399880,20823246,4154027,171927,47870,12672,5842234,416464,3083658,180963,0,658997,0
1723712323.9839,1301,17108437,11596618,12824544,1943505,88419,23161,5922,2224844,256490,2140715,102222,728354,1108050,0
1723712324.4156,1301,6821771,5829423,7061683,1206348,59410,16429,4536,1732021,597999,858095,40602,344582,701885,0
1723712324.8473,1301,27171034,22865472,24291542,3955516,133923,34488,7995,6573107,2905861,3771839,164753,1126212,0,0
1723712325.279,1301,10708568,9794479,11072271,2129641,105868,33456,6787,2449963,704987,1352595,60449,283477,0,0
1723712325.7107,1301,10956465,7947009,8367750,1100625,50634,13783,3545,1413711,1593846,1253821,60332,637528,141550,0
1723712326.1424,1301,11050864,10032483,11992615,1521316,66845,16111,4351,2332915,472229,1550810,67693,843767,0,0
1723712326.5742,1301,7074804,4337734,5013548,643762,24463,7879,1645,1126056,467339,475007,24174,24882,411747,0
1723712327.0059,1301,14373412,11794339,14009347,3396224,179471,53723,12709,2599459,1653811,1579518,71192,104727,1501991,0
1723712327.4376,1301,17812844,13953039,15572970,4005863,204538,62883,16356,1980940,311459,1948267,79971,71079,0,0
1723926797.0161,1302,11452597,20372405,21338945,3641600,134908,30569,828,4707072,1978845,2393430,67152,68073,633706,0
1723926797.3143,1302,13205286,23721767,26182606,8248771,298728,65125,3883,7747593,3103646,3476008,103277,1157517,247958,0
1723926797.6125,1302,11127795,20938054,23902187,6733078,142162,45084,4964,4985199,3431896,3676948,67609,0,49982,0
1723898761.3134,1303,101215275,116532770,130427428,34709791,4478992,2441928,1318866,31424727,7077593,20268137,1336862,15805820,27728519,0
1723898761.7424,1303,92802260,120509670,138711868,34781195,4365371,2378126,1226741,37040205,18433834,26744120,1844299,29256081,19187986,0
1723898762.1714,1303,493111914,542587185,597219794,209046430,28979244,15891578,7847178,51701240,104471075,99686403,7188954,78451719,108297645,0
1723898762.6005,1303,124479840,130641106,156725035,53769377,7631714,4114680,2135784,28180249,25354164,24158957,1570042,34388284,39536662,0
1723898763.0295,1303,61366327,67629623,78760364,23486420,3060707,1796314,890960,8452577,4781698,13383646,800556,10142217,9915918,0
1723898763.4585,1303,150621474,197852640,212829834,69234002,8902766,4869800,2535433,46845174,24594515,37513727,2322966,50354378,31017308,0
1723898763.8876,1303,105184474,139091072,173190496,44618296,5910974,3398081,1898977,44377680,18473081,26718661,1685351,26506192,29676836,0
1723898764.3166,1303,127897741,144315360,169792131,53183342,7088454,4195481,2160521,41092275,19713675,27028639,1627902,46003158,36194733,0
1723898764.7456,1303,163455311,210165365,249072440,71982967,8846034,4904844,2719250,61236277,20477836,40486595,2732699,33657114,42783871,0
1723898765.1747,1303,85534633,115264058,122603414,44723761,5749115,3106854,1537248,27307941,26601788,25316750,1597983,24537717,11452138,0
1723898765.6037,1303,88325436,90170539,105692652,34240665,4546234,2332905,1158598,19198179,14003546,14796241,975481,21058908,13544537,0
1723898766.0327,1303,73128106,83851685,87996090,25014583,3689056,2077499,971582,13158882,13616839,16676634,1054053,19293496,15898307,0
1723898766.4618,1303,130215872,167832298,195126246,34223039,4974963,2741940,1375062,36141998,18087410,35633348,2318388,30873105,38330825,0
1723898766.8908,1303,86314951,98887319,115853775,27628714,3791904,2041068,1090026,19713740,12306124,19352264,1278060,26723911,15440683,0
1723898767.3198,1303,195678533,253028973,276489856,65500926,7153586,4071851,2125550,53042253,41239309,47934568,3521118,42397586,35826654,0
1723898767.7488,1303,45679583,42678859,44474446,9352786,1267052,762440,406716,10605116,4799261,8201957,524607,8715852,9209057,0
1723898768.1779,1303,93840070,116932317,127238920,36481713,4760581,2787746,1499193,34789674,20613588,23054860,1621166,22512197,27193141,0
1723898768.6069,1303,65651858,70856693,78513676,15511285,1999359,1064253,517121,14133575,12419002,13244054,932912,15162394,4313762,0
1723898769.0359,1303,74426162,79887393,96432427,30075818,4038985,2134790,1082420,17454801,12529545,11923073,640701,22324697,16117668,0
1724426701.6716,1304,10554441,18470792,21702619,4475924,110623,22724,2207,6029402,2792424,2904475,213117,1679568,645122,0
1724426701.7568,1304,11144769,20284192,21837223,3937026,134476,27735,1203,5691957,1185831,3694345,270701,0,0,0
1724426701.8421,1304,7104360,12235232,13218109,1033006,25124,3705,447,5893753,776447,1859008,139217,0,263937,0
1724459325.7223,1305,178331273,301805272,375959239,87480984,2089264,448399,88151,76349198,47934874,54003113,4164810,17732012,4465390,0
1724459325.8285,1305,181122710,363886611,404837278,60973305,1551100,323144,66229,60562567,70079390,62337649,5258304,0,21078250,0
1724459325.9348,1305,192003440,388144837,466413674,44207445,825053,230349,44518,100835840,113825810,68985560,5288584,0,7401442,0
1724160079.9387,1306,17863041,28249046,31502794,13491906,652271,189354,23376,8895303,2874057,6608373,762723,0,2130222,0
1724160080.3942,1306,31818632,52661400,54834587,21055613,1039254,275066,43276,16913628,1096691,12798270,1467849,4548597,6487741,0
1724160080.8497,1306,18737358,35863280,41759918,14637357,882345,282409,46612,12518131,958480,7070664,853326,0,8553866,0
1724160081.3051,1306,43743613,81827600,93300791,38547126,2192318,651406,90045,28689934,10006203,19324277,2374083,0,19915830,0
1724160081.7606,1306,14090406,25846471,29484812,9824407,514203,150923,21516,8845818,2091948,5784100,699921,2129477,2185428,0
1724160082.2161,1306,25617275,50337398,56234011,25565430,1049489,298734,42847,14202857,1910755,9723860,1196130,718531,11522978,0
1724160082.6716,1306,27572253,51181699,61741191,25400164,997134,262386,33122,17579533,6504311,9748609,1274706,309356,13901636,0
1724160083.1271,1306,21833487,39386992,42351630,18482564,1036503,257469,38116,11717120,2587145,9254838,1136907,0,7166635,0
1724160083.5826,1306,21900238,45045804,52948866,14931245,786423,153535,24492,20850824,6363307,9486202,1112641,2587743,14037074,0
1724160084.0381,1306,17276591,27063880,30154556,9408115,511454,134078,20828,10278782,3886891,4931565,579954,99857,5694466,0
1724160084.4935,1306,23830428,41378862,48990560,20183865,676295,206015,30183,16269328,5428744,8926151,1042119,1675896,6911760,0
1724160084.949,1306,11949126,20024718,22848265,9901699,483633,148348,20232,7521059,1301182,4043903,471354,0,3110181,0
1724160085.4045,1306,25084055,46694821,53016507,17403332,492750,147332,22521,16976645,2455825,9288179,1051075,545559,6511565,0
1724160085.86,1306,23306158,39990212,47604905,17554478,783726,231238,25377,10074481,1142136,8209759,890601,1094417,4880729,0
1724160086.3155,1306,11627343,22523120,26737244,11595654,523799,135970,22710,7857468,4689835,5674399,688358,686196,3506143,0
1724160086.771,1306,23560596,43609108,45648520,20449464,1018889,288381,37922,15378996,5285444,9178531,1101254,0,9910553,0
1724160087.2265,1306,29439922,54793866,67492472,28121432,1415786,430083,86587,24409434,1793736,10249661,1353316,0,13300708,0
1724160087.6819,1306,55844331,92787168,105713652,34776815,1633471,412929,57789,34787879,4184058,17850804,2140362,4821664,20743603,0
1724184917.9252,1307,27121033,55830250,66588145,14267092,337203,75228,22953,14103061,3401509,4838997,287792,382924,1978907,0
1724184918.0038,1307,13582535,26319944,30614171,8659945,307745,74125,22330,6975683,1844300,3133847,167073,0,3277892,0
1724184918.0825,1307,23647381,51583446,55871970,16407603,998652,272706,90924,12503073,2758940,7234553,369506,1070353,3667628,0
1724368490.3855,1308,23066228,44239827,48615373,7408188,284432,116703,12428,11746968,8820200,6633997,301327,0,4666005,1
1724368490.5407,1308,23627629,38191505,45362417,5723641,285263,129429,9184,9152664,5243514,4184577,183195,2720217,2276934,1
1724368490.6959,1308,10942849,21028867,24076648,6005204,247933,98233,7698,5467032,2725772,2312559,110281,792888,252596,1
1724368490.8511,1308,11622828,20213197,23579016,2776297,305363,140807,30609,7119288,3873368,1918100,73483,791104,1490371,1
1724368491.0063,1308,20176071,43640561,51075985,7188976,735171,367068,84367,17363422,13276433,5783065,194349,6870969,4417489,1
1724028269.6115,1309,63369473,124205460,138163839,52134820,10220558,3900963,1069857,44076885,25810895,16078492,1182241,29028656,21314916,0
1724028269.8612,1309,49392259,84118699,89001930,36158685,7286471,2170582,542429,25671276,17411058,11303401,771800,13642583,13732910,0
1724028270.1108,1309,75242836,147743054,171884160,48396555,9612583,3242158,831810,44403943,28637883,23550074,1577892,24998372,27595945,0
1724028270.3605,1309,50716768,91140334,106992790,32745398,6160038,2456653,634586,24308601,11077721,12222779,816677,23931777,23711729,0
1723607446.2856,1310,34346342,30853057,37598458,7155512,236599,30911,7375,12017661,1749319,5251562,167734,1679445,0,0
1723607446.4871,1310,21800854,20140210,22476576,2819656,116245,11798,3189,7666081,3164221,2721893,94080,0,0,0
1723607446.6887,1310,31023058,26772301,29883890,3014459,89758,10000,2845,11837425,2469429,3997274,139527,737458,0,0
1724278518.2144,1311,17185274,34502092,37843465,17971846,586510,193020,43575,8824418,6448208,6929286,406668,0,0,0
1724278518.7021,1311,13602714,25690541,30639769,6874946,228627,62681,14219,9626156,5332032,4443823,329140,0,454018,0
1724278519.1898,1311,15263048,25197588,30977420,9075619,261377,72385,14878,10397994,4570347,5143190,371267,0,153680,0
1724278519.6775,1311,26598957,47109984,50389352,11665361,512983,128987,26174,13648786,7727608,7720081,551686,0,3572713,0
1724278520.1652,1311,7795726,14250244,17081134,5750545,234094,68093,13360,4507349,3343062,2377990,155183,0,121964,0
1724278520.6529,1311,30123209,54776618,64346276,16033674,542303,164506,37652,14142026,12708374,10822094,850638,4108436,1544598,0
1724278521.1407,1311,26784503,46599393,53801621,13260365,738245,214421,57781,13586021,10551351,9283797,616135,3270343,135990,0
1724278521.6284,1311,19828989,40114277,48603487,14707737,640330,173964,46389,18741805,7451549,7409239,517375,0,3616542,0
1724278522.1161,1311,21357297,46467589,47869106,10898599,54492,15465,4277,15348139,6108349,9571685,715725,1780739,1044381,0
1724278522.6038,1311,12126857,22012550,25722790,4891665,235339,66388,17111,6228367,2362627,4522108,316593,0,0,0
1724278523.0915,1311,13008380,21532225,23466882,9528481,272313,59892,16219,5383354,2606566,3482220,227125,1013128,190654,0
1724278523.5792,1311,12029873,21057851,25574291,5444620,117913,31723,7719,7877168,4197361,3888426,258638,289102,0,0
1724278524.0669,1311,12509843,23162644,25563055,8721304,346989,100317,24801,8841873,795679,5510395,350753,657602,0,0
1724278524.5546,1311,20873861,40150251,41360662,11430169,561745,161285,32356,13371734,7044126,7614069,503379,1123372,1014051,0
1723764038.9323,1312,18498679,28100920,34526659,14219323,2213173,742765,209596,8141248,2994459,4643942,137398,7691602,3498115,0
1723764039.3925,1312,10286440,17220313,18075887,7546380,1078422,381028,117502,3358815,739987,1591223,37191,4310619,2702530,0
1723764039.8527,1312,31014721,52690564,56762934,20963333,3319755,1129420,359467,18324158,6861658,8572029,281251,17023254,0,0
