timestamp,pid,cpu_cycles,inst_retired,inst_spec,l1d_cache,l1d_cache_refill,ll_cache_miss,ld_spec,st_spec,br_retired,br_mis_pred,crypto_spec,ase_spec,ransomware
1723953622.6601,1361,12438561,23872946,24405213,7175144,868163,123181,8623586,3568954,2862520,117893,3514294,1083208,1
1724319323.7733,1362,31268514,55076307,62789902,19424712,423306,7780,14215803,1255798,7718734,396743,2511044,1071692,0
1724319324.2055,1362,47044149,85243444,89759186,32625136,952391,5794,28718413,12298244,11103021,733811,4475799,7109184,0
1724319324.6377,1362,23699907,34254136,37294304,13320769,232908,536,10934110,3747368,4215258,275852,0,2195687,0
1724319325.0699,1362,31945732,53894621,57867159,20647494,607305,4691,15501265,2340896,6833722,409768,0,3127816,0
1724319325.502,1362,75859219,114890239,132290278,42520134,1840550,17024,26493210,10368529,15223991,1041754,2288541,3796966,0
1724319325.9342,1362,50302015,74987050,93060219,28539056,808725,6513,22784744,13412777,8970613,579251,0,3542047,0
1724319326.3664,1362,43721771,68630886,84310021,29652648,828870,5312,27049816,10822096,8639928,556574,0,0,0
1724319326.7986,1362,51986567,86518250,94051046,39350013,1081142,10129,35963270,3364691,13497047,852224,0,0,0
1724319327.2308,1362,78537658,138661449,148497241,42244011,613086,2356,40679554,7241194,15796053,997178,3391183,0,0
1724319327.663,1362,44193105,76227299,85958457,29111866,1439777,14839,28571624,4930833,10036146,637620,0,10217470,0
1724319328.0952,1362,107031033,175214278,218558988,62855023,450143,3835,58046351,45509179,21877776,1528644,1000886,0,0
1724319328.5273,1362,49971887,71461638,82190601,26110047,858885,12933,25536500,11854571,8563371,545406,2764331,0,0
1724108431.4044,1363,23877737,31355143,32740394,10493358,108586,3818,9582287,6580267,5412630,359338,1673469,1479043,0
1724108431.6198,1363,73963893,111937437,119788803,26260243,488984,35337,23544149,5283098,20246213,1219121,0,11288397,0
1724108431.8352,1363,143758214,210817462,234793340,52265390,261326,11431,58429055,35486856,38197346,2656895,12878113,0,0
1724108432.0505,1363,66664126,98875681,107422769,26338578,347175,21410,24859921,18748671,19498403,938947,0,4408132,0
1724108432.2659,1363,70652430,89787350,110072465,25364170,636594,39383,27335262,6440713,18425090,1225540,0,0,0
1724108432.4813,1363,40791623,59689364,62912930,14592736,328573,17573,18859424,2892704,9668495,602854,7805141,0,0
1724108432.6966,1363,58836845,89984297,100862481,16341981,208325,9390,25458238,9564425,15769289,1007061,1225622,823097,0
1723675711.4976,1364,52099229,55342396,62199625,15563225,685988,16448,17195041,18630654,10025983,260150,0,0,0
1723675711.5853,1364,29228792,30549109,37805101,6983065,286076,6634,9957401,6582281,4644014,104983,0,0,0
1723675711.673,1364,56748142,73428069,82451075,30181479,1395841,18286,14049338,11418932,12453965,390479,0,0,0
1723675711.7607,1364,54369694,68554518,85220853,16420137,924958,23362,25846781,15672834,10781238,307082,0,2552181,0
1723675711.8484,1364,37502117,55403687,66752026,15499598,725216,4802,18318172,11693210,8617341,202909,0,0,0
1723675711.9362,1364,69472973,85110444,92414409,33464162,1979092,25165,19426388,6684450,14796735,263964,0,2930747,0
1723759112.7254,1365,43480503,60042824,61612368,29199538,1512633,140783,16194196,9443491,9257057,504257,6264065,5925434,0
1723759112.9436,1365,70094681,105133519,128230932,53120829,3462913,326708,31917999,26755583,11880245,651218,6064267,19641917,0
1723759113.1618,1365,29287421,29705836,36118646,9620113,677144,73809,9289135,8057428,4372307,270762,2743007,4029260,0
1723759113.38,1365,78655848,96567037,119268509,41822382,2169401,193819,26488495,16358812,10061342,576380,12389343,7238954,0
1723759113.5982,1365,52928721,59784204,63551297,23468607,1446617,144321,21091160,10723443,8377704,575678,8177014,13892595,0
1723759113.8164,1365,29644272,42805128,45408476,14013657,1034221,99598,12462328,10834383,6160176,357761,6683636,9107117,0
1723759114.0346,1365,91834551,135661527,161051668,49104952,3690314,313608,47213831,24551186,14964877,926619,12639508,35755721,0
1723759114.2528,1365,65774169,89381780,109764777,23264837,1143637,137016,32509599,24134401,13114837,661581,6831524,12413868,0
1724050636.8951,1366,60963174,132405958,139837311,68739207,3667367,160064,38063558,18419547,13498452,788392,24692967,22944925,0
1724050637.0034,1366,66424260,148035469,175851278,67019954,4027933,244858,43201013,18359027,24072522,1361696,19073310,12132743,0
1724050637.1118,1366,48093644,92228395,99671408,43826657,1824732,126014,33603412,19907878,9822224,543590,18141974,21748439,0
1724050637.2201,1366,44501349,83561718,97297421,38311969,1479602,89180,28652647,10272961,9246423,513384,12345043,14613914,0
1724050637.3285,1366,34728662,82143812,100138427,34837614,2580585,99870,32901874,9535823,8779733,498164,11127099,11056736,0
1724050637.4369,1366,36815891,78696963,88837491,33888012,2234949,173261,32985600,15000871,10793221,633848,14190537,12450686,0
1724184061.7042,1367,8026836,12896915,14788244,3245452,92533,3708,3122169,2356427,2422205,167924,1178805,820565,0
1724184061.8695,1367,7035865,12309896,13321728,5358396,189621,9939,2304737,1174137,2254758,153534,607778,0,0
1724184062.0349,1367,15074830,25536401,28168132,9053890,378389,18709,2609720,3611532,5562350,310513,1290324,1216571,0
1724184062.2002,1367,8280364,14354241,17122388,5025095,139024,6740,3462032,1016974,2869767,204861,0,891420,0
1724184062.3655,1367,6502587,11722776,14109985,4214624,135729,6909,1578522,282199,1745894,98899,0,349321,0
1724184062.5309,1367,11537297,15068726,18593431,5483399,121932,6742,3151449,1244783,3077770,207777,1447855,2483587,0
1724184062.6962,1367,9327559,14947540,18458222,5448010,128456,4960,3358595,1174545,2849219,186343,570766,1166530,0
1724184062.8616,1367,13763682,21876315,24734465,7647130,255427,10555,6170510,3278731,3782543,220495,1609019,930917,0
1724184063.0269,1367,9793859,16946160,17709171,4991662,107781,3254,3890039,1901328,3261178,227871,1959832,0,0
1724184063.1922,1367,15651355,23849513,29368569,8866900,392518,5327,5387205,2857531,4081268,273081,550351,0,0
1724184063.3576,1367,7072945,11461703,12735556,4645236,66043,2135,1385529,564369,2334030,162016,155877,188691,0
1724184063.5229,1367,6322913,9805697,11303684,3715320,58221,1898,1726028,478740,1607967,96461,334685,768592,0
1724184063.6883,1367,6516750,10191294,11090106,2377522,52254,3240,1948638,994271,2017171,131746,0,269548,0
1724184063.8536,1367,8080309,12632857,13022804,4677027,119799,5411,2740967,1061856,2006939,116488,397919,310974,0
1724184064.0189,1367,14428753,24129280,29315526,8539915,403330,19036,3309613,3190208,4520846,293778,671511,710289,0
1723961822.7154,1368,44622146,41980565,50390502,11434810,206112,4683,14323044,7286521,7355928,470633,0,0,1
1723961822.9871,1368,83521603,73952884,86812369,33580366,167901,2709,20356272,13217480,10042986,594820,4202375,5069621,1
1723961823.2588,1368,62468167,72665850,75525775,25329209,279804,5765,15707504,7157942,12818517,865757,0,3920473,1
1723961823.5305,1368,52586776,62752865,70566633,21423477,107117,669,10689755,12164794,11033979,692058,0,3710177,1
1723961823.8022,1368,62293090,69246171,72326421,24602296,332333,5640,12228261,6938573,10036056,671081,0,3077776,1
1723961824.0738,1368,74011292,88184339,93164015,25421877,167248,2609,19975875,14599530,12686466,809473,0,10428648,1
1723961824.3455,1368,58910316,66869388,74326900,18114948,1548672,56460,9960994,10576314,10838497,632879,7622243,4182244,1
1723961824.6172,1368,49888862,61206192,64834426,20168702,1620694,78693,13449265,6041034,10427335,583469,6866054,10150376,1
1723885377.344,1369,76021611,159239948,172899008,17103910,295737,9467,50917482,4894653,32751736,1789806,10477701,0,0
1723885377.4168,1369,59508163,128391882,160141691,22868850,619484,28707,60396638,10668977,22814326,1119793,0,5794895,0
1723885377.4897,1369,108454204,210482392,229211670,28791841,143959,4198,58316239,18681356,41658536,2136325,8466054,5647958,0
1723862748.1778,1370,27955165,48868015,52750478,20205003,1052305,130669,11013304,5306153,9130426,698823,0,9412586,0
1723862748.4166,1370,73984126,121294405,132503413,51741826,1895797,205308,25106136,14825363,20398843,1624569,2274064,18558723,0
1723862748.6553,1370,19726001,34648514,42072378,13840864,756448,77917,10066059,6272736,5644224,487579,1533266,9059660,0
1724343807.7513,1371,10413705,11654290,13595694,2579720,87896,1478,3334288,317889,1513410,65656,0,949199,0
1724343807.9208,1371,11159962,6979081,7702847,1581364,82654,1761,2235332,158413,1188244,62328,0,552997,0
1724343808.0903,1371,31523848,28687080,31029569,3537632,163551,2967,8164935,3604044,4539993,194882,0,3811128,0
1724343808.2598,1371,22996776,26631218,33206144,5451301,285229,5762,10625514,6171806,3666527,199417,2432798,3242380,0
1724343808.4293,1371,30572685,20896845,21350207,7101982,323933,3483,6385158,2062311,2657769,115492,826770,1255580,0
1723959489.1376,1372,122875273,115722580,119145650,58355595,5247952,503882,30575445,25762457,16183541,788585,12664007,15178151,0
1723959489.3737,1372,623352823,621413034,688952517,262896139,25051809,1650708,97117002,85237204,84286216,3965821,36654972,95650253,0
1723959489.6098,1372,179529881,177331097,186317804,57738237,5351864,451963,51057937,23899645,26254205,1278793,22492876,3237008,0
1723959489.8459,1372,136282706,118428013,123351985,38526574,3578661,304408,33936930,18702162,17696809,908921,16678880,10955143,0
1723959490.0821,1372,92357283,92385139,112240302,37732229,4532547,563244,34723061,14840209,18068474,897969,14379281,11182916,0
1723959490.3182,1372,160372034,177469606,192443034,61397225,5670762,402344,37877572,32284473,30797354,1788514,9907254,18036152,0
1723959490.5543,1372,152944700,117575161,130829293,58718849,5578050,654245,37754634,16057792,16952636,860774,16806908,6761223,0
1723959490.7904,1372,114926970,89060686,101282200,40199621,4401061,357706,21963662,16830070,13869050,671797,8810297,13689809,0
1723959491.0266,1372,256451480,345846281,411009436,165140310,15215816,1348871,65294611,26378731,45545396,1961167,53104428,44529864,0
1723959491.2627,1372,70514376,83350320,91400857,35677911,3161275,196510,26222463,11213428,13739371,623641,9903694,5475068,0
1723959491.4988,1372,227061075,205434402,218988123,71772731,7217762,404684,41054018,28406198,33860440,1777173,32908271,24144170,0
1723959491.7349,1372,113357166,89683336,98216284,36958454,4110100,412011,17071583,12154760,13177777,711308,14212855,22540953,0
1723959491.9711,1372,169177843,138864345,160550497,71772757,7674879,675959,35155599,10918019,25674389,1368919,19467798,11085092,0
1724343580.4418,1373,17607000,33983607,39273417,11116833,377304,24159,10901806,2791671,6415170,295426,318521,4508987,0
1724343580.7467,1373,17534918,31639303,34500457,14799799,616957,50920,13162677,1597555,4107719,219972,1597839,6602139,0
1724343581.0515,1373,8698689,18487990,22488600,7738043,398058,26988,8355602,449772,3059376,171014,0,2730832,0
1723908207.842,1374,15874946,24860333,27828764,3576549,93335,4418,5919944,5670411,4455504,123339,2053303,24532,0
1723908208.2844,1374,29288787,49749514,52207462,10488492,62807,1826,4936062,8845718,7381350,264529,2714132,0,0
1723908208.7268,1374,15226621,29995385,32361729,4344447,21722,776,6748507,3058526,3753337,108226,642190,327165,0
1723908209.1692,1374,10786497,17216553,19410361,2699906,69928,2771,3330864,4328375,3202929,139450,699140,0,0
1723908209.6117,1374,19055814,29875613,34842807,7219945,112063,4614,6577992,6319970,4769185,162929,2651488,4295528,0
1723908210.0541,1374,19008112,35615736,38307543,7457999,178311,8416,8393129,6049139,7270300,239012,12856,0,0
1723908210.4965,1374,20808922,31230679,38851713,4256141,76896,4553,11491465,6650442,4955382,178141,1426432,453054,0
1724074171.6863,1375,18622811,25838689,31567719,5563405,432659,43162,16130994,5014262,3480067,254379,4885496,7585683,0
1724074171.9449,1375,35828859,39261104,47188072,3785845,300593,30850,11880684,6182440,6049754,455508,6321200,6611769,0
1724074172.2034,1375,53733865,60904936,62945735,7234074,672498,79838,21998503,7993635,8256485,629758,8976333,12242021,0
1724074172.462,1375,24749501,31348437,34769597,8486395,764815,110340,10185100,4888441,4125244,301660,5450123,6475177,0
1724462527.841,1376,51806329,55151777,66159245,17249158,663128,51669,19620476,11812274,8570092,214296,0,0,0
1724462528.0985,1376,72215606,84101472,97413266,33129715,973789,86042,33907195,11668217,16773587,456147,0,1578490,0
1724462528.3561,1376,159523240,226401662,237986620,70203597,2846159,212192,85833672,36013767,33887634,897556,1217190,22514156,0
1724462528.6136,1376,106646547,140151725,156362940,48629138,1372951,121933,53311099,30379418,21196853,469812,7532408,20716626,0
1723548076.6751,1377,15373781,30476859,37574354,3638120,177260,13722,11284790,4144971,7164629,182273,502752,6134240,0
1723548076.8318,1377,25343519,46802015,53749100,11610060,631367,44936,18335589,8552996,7218676,217439,648080,5164247,0
1723548076.9884,1377,29577702,59725038,72595795,15196350,257282,16015,14752334,2403366,11755475,407544,0,3910514,0
1723548077.1451,1377,46748048,83008783,94233731,15603189,730231,37373,21703241,11541542,16883803,359538,2445725,6719560,0
1723548077.3017,1377,27570331,49056504,54773373,13953856,278138,23225,14765835,3943747,9094488,193852,0,6526804,0
1723548077.4584,1377,35524135,61523482,74898543,13663975,649712,68716,20675941,8327511,11363374,292119,2267382,10190369,0
1723548077.615,1377,66612565,115017891,142352162,21233492,1172791,85708,34618736,10726653,20391938,471643,1686548,8087544,0
1724295486.4647,1378,72091862,102900097,109901859,56839197,1448411,68330,16444712,24136730,18713389,1428261,17054310,16722834,0
1724295486.5228,1378,62359750,99698390,102622507,48646614,243233,9213,14723357,20468505,18141118,1478718,17691815,20311176,0
1724295486.5809,1378,115894643,157661066,183525101,81877089,1956167,65143,35708514,25144829,31592523,2615010,33173501,33714497,0
1723840214.6617,1379,21905913,43616925,46344458,3956915,50975,1789,11488901,3545753,6654731,327413,3394526,298718,1
1723840214.9726,1379,28090794,59386926,68932358,6847798,514074,51328,12856467,8281929,9320642,260508,5023292,3875544,1
1723840215.2834,1379,18840843,42430615,47496086,10788879,1152557,100814,11326172,3275235,5454065,136725,7030568,7918668,1
1724353144.7258,1380,44553530,78097351,82174652,17558944,548605,19977,14847440,12295851,13051475,491778,175185,6383092,0
1724353145.199,1380,53282356,87909564,101367127,16931822,84659,3387,22252955,21169160,9684136,321030,6111405,9832688,0
1724353145.6721,1380,25741450,41610357,48350774,8673721,199331,9919,14744312,5709392,3512801,153967,1812957,6331964,0
1724353146.1453,1380,46816251,72635434,74222376,12148543,261587,14237,17260627,10519658,9471592,401369,149576,1058554,0
1724353146.6184,1380,64359559,114970765,133841727,21687727,108438,3041,33736700,10509717,16520945,837523,0,9774121,0
1724353147.0915,1380,42871267,72058970,73758343,4915616,29998,1356,26891150,18667079,9622384,423756,2025930,4672447,0
1724353147.5647,1380,40163900,77351137,82307050,13369553,392763,17384,29185533,9045562,9713150,431153,2943926,8931656,0
1724353148.0378,1380,59716291,100132083,113157370,12126842,106216,4378,28481470,16460531,12061826,394310,0,9273275,0
1724353148.511,1380,47149010,77389926,96279048,11252583,252796,18934,22290461,16335031,11122647,484638,5438570,17195191,0
1724353148.9841,1380,46552264,71369559,81316682,10273284,152487,8483,26479230,9172846,10933212,501324,4136755,5139221,0
1724353149.4573,1380,40770910,72829702,87574627,13051647,256163,10837,22412526,8564254,8009362,419123,6515214,7211594,0
1724353149.9304,1380,64107425,97392374,110298539,17804951,131463,4407,24971274,3838031,16340240,697997,0,17857702,0
1724353150.4035,1380,72885598,148151430,152035332,26556382,300145,15135,37904659,11515266,23130413,1050346,6167310,17173408,0
1724353150.8767,1380,53548397,89511349,99801069,15194237,89815,3437,28011283,15481298,11920246,391194,0,8052694,0
1724353151.3498,1380,69646721,119778973,139119187,14525432,277094,17305,43560009,24563669,21091735,781562,8719304,0,0
1724353151.823,1380,51097542,109017836,131348498,32474326,326229,16862,36622533,25757342,16779629,835578,0,9341626,0
1724353152.2961,1380,67070368,104018095,128107754,23103137,753927,30211,31021997,21867688,15962050,653468,1515349,3846974,0
1724353152.7692,1380,69431297,125139879,139702776,26289223,480720,32017,48985843,15758938,18337270,868309,7227106,12626363,0
1723759595.5607,1381,30270298,34872762,39725106,5620949,196287,17801,10367030,7637472,5884857,206030,675055,1221670,0
1723759595.7147,1381,51323825,43136324,49254906,10855952,298624,32118,13923982,2263357,8250464,254504,0,4759479,0
1723759595.8687,1381,14176702,17449873,21705252,2955550,93759,9574,6641021,4572796,3162120,132439,0,180275,0
1723759596.0227,1381,7647848,9840878,11832001,1330648,48979,5127,4554775,588557,1870339,75348,0,1691169,0
1723759596.1768,1381,17655439,15098282,15447147,2651479,80114,6950,5687860,4279011,2481949,80872,494150,304937,0
1723759596.3308,1381,20015799,12987884,14866775,2217350,55256,6739,3686483,1579476,2456239,91875,580873,307219,0
1723759596.4848,1381,24121170,26862174,32877896,4789826,250684,28652,10031628,5268007,4886983,166313,0,0,0
1723829683.2872,1382,85829059,142401967,154370047,25337952,387426,15148,23555737,14633584,29200481,819634,6364119,833734,0
1723829683.5651,1382,55595533,111489066,124442377,21151778,234928,8582,25547328,12274170,22257534,474095,10687790,6387680,0
1723829683.843,1382,65652681,149354773,173924562,13359835,66799,2375,31628141,19589622,32424269,999213,2392056,6596599,0
1723829684.121,1382,108272208,236553557,262482054,49480908,878490,40374,56470780,34460069,50956785,1229728,0,3206638,0
1723829684.3989,1382,116738143,232925408,241982404,51424725,903204,35822,34168615,23707600,50965605,1300474,0,0,0
1723829684.6769,1382,87509601,169914443,193209701,22220979,111104,4624,39348251,33223893,39646435,1032592,2452940,218602,0
1723829684.9548,1382,65470773,143096264,170191808,21744422,136350,8033,35864939,13269097,31167485,1126165,1444704,946198,0
1723829685.2328,1382,113281160,249397765,305833099,45849850,725532,31883,65480849,49806979,42897676,1064681,8601968,17171726,0
1723829685.5107,1382,117225349,242084723,265526221,40676960,1006589,54020,80757207,52995081,60373461,1858485,20920185,0,0
1723829685.7886,1382,64283803,142012639,155452148,42835786,619078,14055,30381792,15671635,31539284,1013036,4648683,0,0
1723829686.0666,1382,133440628,290503677,337435480,19083332,662630,39377,75844987,24729682,59188960,2123494,0,875594,0
1723829686.3445,1382,52312881,91277839,109355662,6175391,45158,1659,25826230,22252375,20039899,431405,6801464,0,0
1723658122.1653,1383,33355908,57783105,59498277,15487134,748181,24683,18547619,5559192,10947391,722539,3400999,3315973,0
1723658122.2334,1383,28468371,44629968,50024489,13938507,733674,29461,16411749,5404455,7821965,504186,3264028,1279853,0
1723658122.3015,1383,45562698,95399778,101420646,24971486,1575364,55010,30074476,16722631,17076122,1071238,2096824,5742106,0
1723658122.3696,1383,40542245,68515494,82290445,31253760,2058368,57183,23958159,9088303,12030147,649421,0,6919058,0
1723658122.4377,1383,46467256,84950264,90476328,30192741,1062921,27182,32634138,9845431,14254933,813146,2084186,12519115,0
1723658122.5057,1383,53862342,98235404,100312912,32448043,1619471,26381,32996789,10561765,13299223,873842,0,6999165,0
1723960199.2524,1384,9701007,13792179,15986872,4709920,200777,15649,2340937,1805030,2889659,110260,542327,0,0
1723960199.7301,1384,6171874,6188728,7110164,2640122,81064,6956,1365992,541746,1207031,48682,116772,272133,0
1723960200.2079,1384,10965654,10832191,11865846,4770020,63197,4610,2709247,2253064,1938641,53074,693533,294747,0
1723905445.7339,1385,120606807,138044070,141696663,34337957,391881,18385,53969376,12891203,19730675,764860,0,0,0
1723905446.0482,1385,91621060,97424551,120278520,32269075,1267554,56165,39515734,5373991,10068972,496297,0,819315,0
1723905446.3626,1385,91980737,50120919,59098273,14988078,583368,32350,18096596,3753465,6473159,235328,5964663,4031531,0
1724209162.2599,1386,54762271,62289502,76441463,24156920,1010960,14969,27984740,1528829,15743280,1062286,1954112,7576478,0
1724209162.5949,1386,67556795,85263517,94022650,26313887,1532625,40599,8528891,8615057,18873066,1327471,0,1211145,0
1724209162.93,1386,54271466,61421485,75834915,18810249,833715,22321,26236968,6860070,11982835,910973,1513150,0,0
1724209163.265,1386,69199339,94040072,96448310,45445685,1789032,43056,23966693,8259082,21554935,1404704,1672275,840523,0
1723564352.5374,1387,45452614,89897669,99442175,21239115,966458,32187,13693419,21094460,15415024,638135,4738109,16916268,0
1723564352.6624,1387,58953955,118931486,132726737,34420287,1717172,57444,25846198,23813756,25658781,974315,49027,7729678,0
1723564352.7875,1387,72850900,144005179,169807079,31216472,1341825,42204,33481424,28423672,24751929,1122530,7048342,6457687,0
1723564352.9125,1387,31065047,64337850,72805414,18987222,782174,38273,22106645,8939647,13243860,465032,5107049,2665617,0
1723564353.0375,1387,70452857,132000568,145464216,20289826,829888,28428,21615691,34617644,29285013,996828,5676734,6705962,0
1723564353.1625,1387,65708488,132180449,148870684,20206826,1070744,36846,25103972,31541616,29898703,1124567,2194582,762227,0
1723564353.2875,1387,48367084,85899323,103337628,18819548,1033005,40074,22361958,17872477,17897497,781051,4259982,5625319,0
1723564353.4126,1387,90151202,193926782,201099614,59350034,3195412,119123,50521621,38735805,35931450,1399263,0,5862326,0
1723564353.5376,1387,47765680,105146400,131112567,38973943,1688673,63838,12234634,14806561,17722463,728168,2707900,18638447,0
1723564353.6626,1387,46511786,122155301,124983925,36851697,1408937,69573,34194808,13288452,25537429,1135204,0,12206554,0
1723564353.7876,1387,48704408,95040418,115133854,20891188,1076388,40932,28459485,6545036,20566037,827114,3520545,0,0
1723564353.9126,1387,17952322,36897155,43537167,12290260,505183,18473,8616963,4309312,8524131,366228,1277441,0,0
1723564354.0377,1387,50213048,115375287,137630287,31010224,1597469,63238,28086342,27245946,20541187,765312,3084201,14166631,0
1723564354.1627,1387,27700952,67096140,69743366,11249091,494520,22655,10805599,8349368,10042576,398509,1156823,3598104,0
1723564354.2877,1387,85417508,174373034,199585833,47988812,2813718,83099,34387359,41833845,29547488,1224090,2681467,19576677,0
1723564354.4127,1387,73459594,167276004,182017781,36743607,1333732,68418,44035553,32979574,31570947,1229505,10092822,2221842,0
1723564354.5377,1387,80238056,154305398,174915881,42479402,2429684,71986,28730716,28319724,29688008,1103618,0,0,0
1723564354.6628,1387,54432159,104384259,119183751,29229479,1475471,36462,24242521,18892226,21384665,799849,0,6749302,0
1723650007.1398,1388,56687428,98057082,119356454,16617963,532580,46587,31643577,9502695,21804407,987696,6982867,1815927,0
1723650007.5497,1388,73355763,121308044,151265784,29833235,1187680,111368,45103234,11783567,26067435,1252726,3185589,7850652,0
1723650007.9596,1388,107118245,206110838,242406844,39178324,1630749,138171,80376545,19227071,38052808,2102585,0,0,0
1723719742.8696,1389,22503757,32160059,38554712,10800495,347940,31767,6913210,4831616,4545642,123153,1092636,3853308,0
1723719743.0859,1389,41590086,42100466,51311151,12664244,326563,23231,14640665,2570937,6586241,131015,0,6833807,0
1723719743.3021,1389,53777676,66187051,71735969,13674604,630595,61261,10046854,10550129,10426285,234784,0,6355308,0
1724169036.6564,1390,12787077,22710891,26314072,3401886,199054,3264,6717613,4642806,4561229,203346,0,1124949,0
1724169037.1299,1390,6818123,11263637,12878182,2868274,171916,2724,2679408,1098526,2407818,107421,766267,1893802,0
1724169037.6034,1390,5049229,9674219,11920647,1203789,85751,1223,2520596,1781456,2047117,85924,594801,6623,0
1724169038.0768,1390,10617792,18786075,22921706,3984415,205853,4459,7257582,5957226,2963189,141421,520793,2528947,0
1724169038.5503,1390,8813288,16163178,17001446,2450399,133867,3037,2621157,2418995,2500725,118900,954506,189573,0
1724169039.0238,1390,14205418,26615648,30115193,3774463,183215,2955,5572226,4867309,5035839,187008,4145859,3955648,0
1724169039.4973,1390,9669571,16637255,19377707,2468657,106455,4216,4216200,2015848,3218997,125117,0,1817913,0
1724169039.9707,1390,7836462,13828887,14360738,3795170,199227,1834,3839895,3284656,2580465,93362,416084,1906029,0
1724169040.4442,1390,10289683,18195641,21367761,3872555,189426,4304,4059332,4120266,4017833,161306,772471,1977492,0
1723561151.2776,1391,52651751,104008232,126733389,8637704,443670,10415,26177777,17998204,15678406,671810,2307150,12458617,1
1723561151.371,1391,60973152,113257470,135574599,20694210,597899,8873,22512495,25271814,19543281,813397,0,7351545,1
1723561151.4645,1391,79839798,153722299,187665868,35685171,837526,10288,64071331,32156865,20543939,917520,1516815,0,1
1723561151.558,1391,56331852,93424531,108812746,23918529,901194,38893,24155468,4348166,14391670,511519,0,9363500,1
1723561151.6514,1391,91296806,144585861,159326461,46713906,1888641,38185,50387574,18967578,20046689,731523,5295247,8971641,1
1723561151.7449,1391,42602307,82260125,95611398,24753379,925638,14302,23225780,9454606,14132887,488844,39309,7908019,1
1723561151.8384,1391,57287882,108576525,114210911,21634862,847871,10012,30393068,17248796,17592419,541845,2712645,11865560,1
1723561151.9318,1391,130000859,232055454,285535040,36958694,1277978,24083,65321317,26876249,48441521,2098534,0,0,1
1723561152.0253,1391,52687909,107277751,126794994,29167791,868248,13467,28857955,23246302,16659980,650602,8499372,1377079,1
1723561152.1188,1391,48633026,89304557,102142791,27133720,807468,9467,25459454,9340059,11657607,401200,1240202,1638321,1
1723561152.2122,1391,36439953,60443240,73215875,11673166,849971,32193,16082783,19961083,7797078,262386,3363704,5147513,1
1723561152.3057,1391,27069214,56886361,64838059,13945954,1479582,63614,20013875,10808712,9982933,197700,7349485,4394059,1
1723500642.2549,1392,103475701,81375808,95408979,49844584,3019617,98618,23961679,1908179,11585224,470678,14391212,15776104,0
1723500642.3091,1392,111524114,93986274,97672273,40355158,2414654,75568,21539159,7578983,9902978,237273,13953883,20210480,0
1723500642.3633,1392,218450236,163757891,204560465,80040298,5424013,242741,70682947,4091209,24354076,989873,44634883,30648592,0
1723500642.4175,1392,350629084,312295859,332779918,163530223,9507908,605602,99109667,15476257,34759193,1195001,31241348,28771154,0
1723500642.4717,1392,163430478,194587871,225216496,79762125,5706858,180303,61138737,25378010,23865824,629403,25308407,24640248,0
1723500642.5259,1392,123203436,112605787,137808867,67034571,4042675,180115,44103572,2756177,16523377,683848,19801680,8303890,0
1724427594.4228,1393,12629850,19702924,20301041,3471477,141534,5893,6121685,1830179,3986386,105324,695546,394128,0
1724427594.8956,1393,30447981,45932971,52665270,8811960,467193,22495,14702628,8771598,8830153,323305,0,2151332,0
1724427595.3683,1393,18183253,27258107,32792961,4043151,140304,4065,10417313,4866756,5414276,151797,1762919,3971924,0
1724427595.8411,1393,5101160,7464710,8111033,1368667,57466,3527,2119055,884972,1397543,27217,50396,542576,0
1724427596.3139,1393,12992623,18283730,20162574,6044666,192444,8642,4719418,1196239,3221364,85875,0,1031067,0
1724427596.7866,1393,10795869,13235273,13512489,2825635,94874,4748,4284728,922386,2445666,45365,0,215355,0
1724427597.2594,1393,4210240,5587571,6541948,795699,22907,1474,2121930,295839,1080002,23227,0,169821,0
1724427597.7321,1393,13192891,23578459,28789036,5696564,155275,6186,7762271,6353155,5089566,85992,1984579,2141171,0
1724427598.2049,1393,14044307,19179965,23519704,3997884,172350,10664,6369725,1636791,4055663,66047,637395,0,0
1724427598.6777,1393,11174358,17011419,19091167,4027440,193330,7509,7230645,734264,4078326,89570,1221985,387529,0
1724427599.1504,1393,8207497,10737384,12294543,1904993,55625,2296,4179191,830964,2276000,74024,166090,637568,0
1724427599.6232,1393,7546370,10956456,12381322,1973160,83325,3198,3641162,1380320,1713660,52742,1100304,909205,0
1724427600.096,1393,7916158,9404635,11211814,1737292,38719,2110,2604210,2139369,2113639,52068,1187284,1102421,0
1724427600.5687,1393,10108648,13772418,16077625,2647336,132394,7248,5168952,1891027,3427069,62111,1832207,1594916,0
1724427601.0415,1393,6898245,8600500,10567674,1545150,53287,3052,4144625,1846349,1570971,27121,11833,0,0
1723832262.4574,1394,65458317,120649508,138765072,35544280,922029,67024,47207678,7966949,28101234,1286116,3708624,7901848,0
1723832262.5403,1394,27836785,56093075,67582178,13900179,338654,20932,16003690,8210337,8479198,351362,0,712805,0
1723832262.6233,1394,53149211,100495114,108799171,32708567,490790,23191,31806308,9598368,22281472,1150699,6889992,0,0
1723832262.7063,1394,30949107,64406920,70111102,24093317,624017,53346,23615624,5581984,12916463,523207,0,8707936,0
1723832262.7893,1394,43863174,94699309,111708928,26187323,536943,36910,30587282,16643441,18188575,939786,135936,0,0
1723832262.8723,1394,56785206,126822732,130583230,45259148,870016,50228,37726327,12706483,22530458,1216668,3043568,4433318,0
